target_id,retailer,country,laptop_url,http,playwright,firecrawl,adapter,final_status,failure_reason
jbhifi-au,Jbhifi,Australia,https://www.jbhifi.com.au/collections/computers-tablets/microsoft-surface-laptop,NO,NO,NO,NO,FAILED,EMPTY_RESPONSE
lenovo-global,Lenovo,Global,https://www.lenovo.com/laptop-buying-guide/,NO,NO,NO,NO,FAILED,EMPTY_RESPONSE
hp-global,Hp,Global,https://www.hp.com/in-en/shop/laptops-tablets/laptop-promotions.html,NO,NO,NO,NO,FAILED,EMPTY_RESPONSE
mercadolibre-co,Mercadolibre,Colombia,https://listado.mercadolibre.com.co/computacion/portatiles-accesorios/portatiles/#menu=categories,NO,NO,NO,NO,FAILED,EMPTY_RESPONSE
mercadolibre-cl,Mercadolibre,Chile,https://listado.mercadolibre.cl/computacion/notebooks-accesorios/notebooks/#menu=categories,NO,NO,NO,NO,FAILED,EMPTY_RESPONSE
mercadolibre-mx,Mercadolibre,Mexico,https://listado.mercadolibre.com.mx/electronica-audio-video/audio/audio-portatil-accesorios/#menu=categories,NO,NO,NO,NO,FAILED,EMPTY_RESPONSE
mercadolivre-br,Mercadolibre,Brazil,https://lista.mercadolivre.com.br/informatica/portateis-acessorios/acessorios-notebook/#menu=categories,NO,NO,NO,NO,FAILED,EMPTY_RESPONSE
reliancedigital-in,Reliancedigital,India,https://www.reliancedigital.in/sections/laptops,NO,NO,NO,NO,FAILED,EMPTY_RESPONSE
terg-pl,Terg,Poland,https://www.mediaexpert.pl/komputery-i-tablety/laptopy-i-ultrabooki,NO,NO,NO,NO,FAILED,EMPTY_RESPONSE
newegg-us,Newegg,United States,https://www.newegg.com/p/N82E16826197674?Item=N82E16826197674,NO,NO,NO,NO,FAILED,EMPTY_RESPONSE
walmart-us,Walmart,United States,https://www.walmart.com/cp/laptops/3951,NO,NO,NO,NO,FAILED,EMPTY_RESPONSE
