target_id,retailer,country,laptop_url,http,playwright,firecrawl,adapter,final_status,failure_reason
amazon-br,Amazon,Brazil,https://www.amazon.com.br/Notebook-ASUS-VivoBook-RYZEN-KeepOS/dp/B0CYVVRSSZ/ref=sr_1_5?dib=eyJ2IjoiMSJ9.H7KJzaDLIv8FkqiMZzmm8OKlvU5L9Ab8UZvJgZfn6XdcSwJoMR12jpOn3mWFxRYiK0x5Uomvs4GZacp--w2S4XspjyxfExEgBcXHLESqY-saibWAMmd3Zh9nh6XWyu6eSg5MZx0KKqCCvUQWNF318vUr1Cb72y4nr1DWYh0aiW7FSjmWGxMAFWvZumzowuX5PZAi8kdzHAIaTKrXsCK9tf5BW7lMI4-o8K0DM82JoCjajib1S-BJYaCnq4CrB1PDawqRRg_9qEuEwF2NlZ3iRDIapHUuPDy_zA5aMzQyVac.CnOXEZy9CiLimH6Jf94-86eWKR0oHOvdY5hol7Zt5do&dib_tag=se&keywords=notebook&qid=1787579530&sr=8-5&ufe=app_do%3Aamzn1.fos.9e6a115c-05b9-4b96-8e1c-b1f9ce2ac1a6,NO,NO,NO,N/A,FAILED,EMPTY_RESPONSE
dell-global,Dell,Global,https://www.dell.com/en-in/lp/learn-about-dell-laptops#Dell-Pro-Essential-Laptops,NO,NO,NO,N/A,FAILED,EMPTY_RESPONSE
euronics-it,Euronics,Italy,https://www.euronics.it/informatica/computer-portatili/notebook/,NO,NO,NO,N/A,FAILED,EMPTY_RESPONSE
hp-global,Hp,Global,https://www.hp.com/in-en/shop/laptops-tablets/laptop-promotions.html,NO,NO,NO,N/A,FAILED,EMPTY_RESPONSE
komputronik-pl,Komputronik,Poland,https://www.komputronik.pl/category/5803/laptopy-i-komputery.html,NO,NO,NO,N/A,FAILED,EMPTY_RESPONSE
lenovo-global,Lenovo,Global,https://www.lenovo.com/laptop-buying-guide/,NO,NO,NO,N/A,FAILED,EMPTY_RESPONSE
mercadolibre-mx,Mercadolibre,Mexico,https://listado.mercadolibre.com.mx/electronica-audio-video/audio/audio-portatil-accesorios/#menu=categories,NO,NO,NO,N/A,FAILED,EMPTY_RESPONSE
mercadolibre-cl,Mercadolibre,Chile,https://listado.mercadolibre.cl/computacion/notebooks-accesorios/notebooks/#menu=categories,NO,NO,NO,N/A,FAILED,EMPTY_RESPONSE
mercadolibre-co,Mercadolibre,Colombia,https://listado.mercadolibre.com.co/computacion/portatiles-accesorios/portatiles/#menu=categories,NO,NO,NO,N/A,FAILED,EMPTY_RESPONSE
mercadolivre-br,Mercadolibre,Brazil,https://lista.mercadolivre.com.br/informatica/portateis-acessorios/acessorios-notebook/#menu=categories,NO,NO,NO,N/A,FAILED,EMPTY_RESPONSE
newegg-us,Newegg,United States,https://www.newegg.com/p/N82E16826197674?Item=N82E16826197674,NO,NO,NO,N/A,FAILED,EMPTY_RESPONSE
staples-us,Staples,United States,https://www.staples.com/lp/buying-guides/technology/laptop,NO,NO,NO,N/A,FAILED,EMPTY_RESPONSE
walmart-us,Walmart,United States,https://www.walmart.com/browse/as-low-as-0%25-apr-on-laptops/0/0/?_refineresult=true&_be_shelf_id=5072263&search_sort=100&facet=shelf_id:5072263&athAsset=eyJhdGhjcGlkIjoiOWE3NjUzYmMtMGUzMC00YWUyLWJiZjEtMDU0YmFjZjYyNTkzIiwiYWVjdSI6eyJzIjoxLjAsInN0IjoiMCJ9LCJhZXdyIjoiR01fQVRDUiJ9&athena=true,NO,NO,NO,N/A,FAILED,EMPTY_RESPONSE
