target_id,retailer,country,discovery_status,discovery_method,laptop_url,validation_score,failure_reason
amazon-mx,Amazon,Mexico,PRODUCT_URL_FOUND,method_4_website_search,https://www.amazon.com.mx/INIU-20000mAh-Portatil-Powerbank-Compatible/dp/B0DCMW8SJV/ref=sr_1_1?dib=eyJ2IjoiMSJ9.YVju2VL9Z36afz4wpJE9iNLMFGBV_63KB5uzwYKiwB2EPtcG6-T81muhUYIMTS0wOjVelFlx06m9-iOdMZY749Y0RaSGgEAvbfKzY_FtAL8X2qgpwph0Q0XAwWJAwKxHNztJMhOO9rQCZ-AJh_ol0RH3XOeyXzNPRDU4QweBddLFT9JB0a6_y-0DR2bIzcqRXbfGfQLLUi5JV_0vQU-l-a9Gjygup9HyXQZ_9kZd1pjV7ccBQn_oVUWdvFLlkBhPMa0oBQS1R7aVrFCTwckDbNC6CcDXOgBBVpzUKe7BrnE.i38T_vY8ROFAsEnFEYBaSrRxY4hAjrsWBzV8jUQRwM4&dib_tag=se&keywords=portatil&qid=1787559287&sr=8-1&ufe=app_do%3Aamzn1.fos.db4f1a57-87f1-43c5-9a39-0cdca6036b57,0.0,WAF_BOT_CHALLENGE
amazon-br,Amazon,Brazil,PRODUCT_URL_FOUND,method_7_inferred_pattern,https://www.amazon.com.br/dp/B09G91LXFP,0.25,NOT_A_LAPTOP_PRODUCT
bestbuy-us,Bestbuy,United States,DISCOVERY_TIMEOUT,none,NONE,0.0,DISCOVERY_TIMEOUT
bestbuy-ca,Bestbuy,Canada,DISCOVERY_TIMEOUT,none,NONE,0.0,DISCOVERY_TIMEOUT
boulanger-fr,Boulanger,France,DISCOVERY_TIMEOUT,none,NONE,0.0,DISCOVERY_TIMEOUT
costco-us,Costco,United States,DISCOVERY_BLOCKED,none,NONE,0.0,DISCOVERY_BLOCKED (Akamai Bot Manager)
coupang-kr,Coupang,South Korea,DISCOVERY_BLOCKED,none,NONE,0.0,DISCOVERY_BLOCKED (Akamai Bot Manager)
currys-gb,Currys,United Kingdom,PRODUCT_URL_FOUND,method_10_playwright_render,https://www.currys.co.uk/deals-on-computing/lenovo-yoga-intel-core-ultra-laptops,0.0,NONE
dell-global,Dell,Global,PRODUCT_URL_FOUND,method_1_homepage_nav,https://www.dell.com/en-in/lp/learn-about-dell-laptops#Dell-Pro-Essential-Laptops,0.3,LOW_CONFIDENCE_PRODUCT_PAGE
elkjop-dk,Elkjop,Denmark,NO_PRODUCT_FOUND,none,NONE,0.0,NO_LAPTOP_URL_DISCOVERED
elkjop-no,Elkjop,Norway,NO_PRODUCT_FOUND,none,NONE,0.0,NO_LAPTOP_URL_DISCOVERED
elkjop-se,Elkjop,Sweden,NO_PRODUCT_FOUND,none,NONE,0.0,NO_LAPTOP_URL_DISCOVERED
euronics-it,Euronics,Italy,PRODUCT_URL_FOUND,method_1_homepage_nav,https://www.euronics.it/informatica/computer-portatili/notebook/,0.0,WAF_BOT_CHALLENGE
expert-de,Expert,Germany,DISCOVERY_BLOCKED,none,NONE,0.0,DISCOVERY_BLOCKED (Cloudflare WAF)
flipkart-in,Flipkart,India,PRODUCT_URL_FOUND,method_10_playwright_render,https://www.flipkart.com/q/premium-laptops?otracker=undefined_footer,0.0,NONE
fnac-fr,Fnac,France,DISCOVERY_BLOCKED,none,NONE,0.0,DISCOVERY_BLOCKED (Akamai Bot Manager)
gmarket-kr,Gmarket,South Korea,DISCOVERY_BLOCKED,none,NONE,0.0,DISCOVERY_BLOCKED (Cloudflare WAF)
hp-global,Hp,Global,PRODUCT_URL_FOUND,method_1_homepage_nav,https://www.hp.com/in-en/shop/laptops-tablets/laptop-promotions.html,0.0,CAPTCHA_CHALLENGE
jbhifi-au,Jbhifi,Australia,PRODUCT_URL_FOUND,method_10_playwright_render,https://www.jbhifi.com.au/collections/computers-tablets/microsoft-surface-laptop,0.0,CAPTCHA_CHALLENGE
jd-cn,Jd,China,NO_PRODUCT_FOUND,none,NONE,0.0,NO_LAPTOP_URL_DISCOVERED
komputronik-pl,Komputronik,Poland,PRODUCT_URL_FOUND,method_1_homepage_nav,https://www.komputronik.pl/category/5803/laptopy-i-komputery.html,0.0,CAPTCHA_CHALLENGE
lenovo-global,Lenovo,Global,PRODUCT_URL_FOUND,method_1_homepage_nav,https://www.lenovo.com/laptop-buying-guide/,0.0,NONE
magazineluiza-br,Magazineluiza,Brazil,DISCOVERY_BLOCKED,none,NONE,0.0,DISCOVERY_BLOCKED (Akamai Bot Manager)
mediamarkt-de,Mediamarkt,Germany,DISCOVERY_BLOCKED,none,NONE,0.0,DISCOVERY_BLOCKED (Cloudflare WAF)
mediamarkt-es,Mediamarkt,Spain,DISCOVERY_BLOCKED,none,NONE,0.0,DISCOVERY_BLOCKED (Cloudflare WAF)
mediamarkt-it,Mediamarkt,Italy,DISCOVERY_BLOCKED,none,NONE,0.0,DISCOVERY_BLOCKED (Cloudflare WAF)
mediamarkt-tr,Mediamarkt,Turkey,DISCOVERY_BLOCKED,none,NONE,0.0,DISCOVERY_BLOCKED (Cloudflare WAF)
mercadolibre-mx,Mercadolibre,Mexico,PRODUCT_URL_FOUND,method_1_homepage_nav,https://listado.mercadolibre.com.mx/electronica-audio-video/audio/audio-portatil-accesorios/#menu=categories,0.15,NOT_A_LAPTOP_PRODUCT
mercadolibre-cl,Mercadolibre,Chile,PRODUCT_URL_FOUND,method_1_homepage_nav,https://listado.mercadolibre.cl/computacion/notebooks-accesorios/notebooks/#menu=categories,0.3,LOW_CONFIDENCE_PRODUCT_PAGE
mercadolibre-co,Mercadolibre,Colombia,PRODUCT_URL_FOUND,method_1_homepage_nav,https://listado.mercadolibre.com.co/computacion/portatiles-accesorios/portatiles/#menu=categories,0.3,LOW_CONFIDENCE_PRODUCT_PAGE
mercadolivre-br,Mercadolibre,Brazil,PRODUCT_URL_FOUND,method_1_homepage_nav,https://lista.mercadolivre.com.br/informatica/portateis-acessorios/acessorios-notebook/#menu=categories,0.3,LOW_CONFIDENCE_PRODUCT_PAGE
thegioididong-vn,Thegioididong,Vietnam,DISCOVERY_TIMEOUT,none,NONE,0.0,DISCOVERY_TIMEOUT
monsternotebook-tr,Monsternotebook,Turkey,DISCOVERY_BLOCKED,none,NONE,0.0,DISCOVERY_BLOCKED (Cloudflare WAF)
newegg-us,Newegg,United States,PRODUCT_URL_FOUND,method_1_homepage_nav,https://www.newegg.com/p/N82E16826197674?Item=N82E16826197674,0.0,CAPTCHA_CHALLENGE
officeworks-au,Officeworks,Australia,NO_PRODUCT_FOUND,none,NONE,0.0,NO_LAPTOP_URL_DISCOVERED
reliancedigital-in,Reliancedigital,India,PRODUCT_URL_FOUND,method_10_playwright_render,https://www.reliancedigital.in/sections/laptops,0.0,CAPTCHA_CHALLENGE
staples-us,Staples,United States,DISCOVERY_BLOCKED,none,NONE,0.0,DISCOVERY_BLOCKED (Cloudflare WAF)
terg-pl,Terg,Poland,PRODUCT_URL_FOUND,method_10_playwright_render,https://www.mediaexpert.pl/gaming/laptopy-i-komputery,0.0,WAF_BOT_CHALLENGE
tmall-cn,Tmall,China,NO_PRODUCT_FOUND,none,NONE,0.0,NO_LAPTOP_URL_DISCOVERED
unieuro-it,Unieuro,Italy,DISCOVERY_BLOCKED,none,NONE,0.0,DISCOVERY_BLOCKED (Google reCAPTCHA)
walmart-us,Walmart,United States,PRODUCT_URL_FOUND,method_3_sitemap,https://www.walmart.com/cp/laptops/3951,0.0,CAPTCHA_CHALLENGE
yodobashi-jp,Yodobashi,Japan,DISCOVERY_TIMEOUT,none,NONE,0.0,DISCOVERY_TIMEOUT
