"Index","Target ID","Retailer","Country","Country ISO","Domain","Can Scrape?","Verified Laptop?","Winning Strategy","Winning URL","Product Title","Brand","Model/SKU","Price","Currency","CPU","RAM","Storage","Display","OS","Confidence Score","Anti-Bot Vendor","Failure Stage","Failure Reason","Latency (ms)"
"11","amazon-mx","Amazon","Mexico","mx","amazon.com.mx","YES","YES","BRIGHTDATA_AMAZON_SCRAPER","https://www.amazon.com.mx/HP-15-fd1340la-Windows-Garant%C3%ADa-Plateado/dp/B0GR2PK79C/ref=sr_1_1","HP Laptop 15-fd1340la, Intel Core 3, 8 GB, 512 GB SSD, 15.6', FHD, Windows 11 Home, Teclado en Español, Garantía México, Plateado","Visita la tienda de HP","B0GR2PK79C","10999.0","MXN","","8GB","512 GB SSD","15.6'","Windows 11","1.0","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (HP Laptop 15-fd1340la, Intel Core 3, 8 GB, 512 GB )","15639.52"
"12","amazon-br","Amazon","Brazil","br","amazon.com.br","YES","YES","BRIGHTDATA_AMAZON_SCRAPER","https://www.amazon.com.br/dp/B0FPL3ZXTV","Notebook Intel Celeron 8gb Ram 256 Gb Ssd Laptop 1920x1080 FHD 14in","Marca: VSAP","B0FPL3ZXTV","1.899","BRL","Celeron 8Gb","8GB","256 GB SSD","","","0.8","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (Notebook Intel Celeron 8gb Ram 256 Gb Ssd Laptop 1)","16809.21"
"13","bestbuy-us","Bestbuy","United States","us","bestbuy.com","NO","NO","NONE","","","","","","USD","","","","","","0.0","Cloudflare WAF","ACCESS_CONTROL","Anti-Bot Challenge (Cloudflare WAF): Edge security challenge dropped automated request.","357380.02"
"14","bestbuy-ca","Bestbuy","Canada","ca","bestbuy.ca","NO","NO","NONE","","","","","","CAD","","","","","","0.0","None","EXTRACTION_VALIDATION","Candidate Filtered: All 10 tested URLs rejected as non-laptop / insufficient specs.","304787.13"
"15","boulanger-fr","Boulanger","France","fr","boulanger.com","NO","NO","NONE","","","","","","EUR","","","","","","0.0","Akamai Bot Manager","ACCESS_CONTROL","Anti-Bot Challenge (Akamai Bot Manager): Edge security challenge dropped automated request.","213651.24"
"16","costco-us","Costco","United States","us","costco.com","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://productsupport.costco.com/customer/device/Lenovo/Legion516IRX9GamingLaptop/scenario/perform-a-factory-reset","Lenovo Legion 5 16IRX9 Gaming Laptop","Lenovo","","","USD","","","","","","0.9","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (Lenovo Legion 5 16IRX9 Gaming Laptop)","215351.65"
"17","coupang-kr","Coupang","South Korea","kr","coupang.com","NO","NO","NONE","","","","","","KRW","","","","","","0.0","Cloudflare WAF","ACCESS_CONTROL","Anti-Bot Challenge (Cloudflare WAF): Edge security challenge dropped automated request.","304252.1"
"18","currys-gb","Currys","United Kingdom","gb","currys.co.uk","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://business.currys.co.uk/catalogue/computing/laptops/windows-laptop/dell-inspiron-15-3000-15-6-laptop-amd-ryzen-5-256-gb-ssd-black/N681540W","DELL Inspiron 15 3000 15.6' Laptop - AMD Ryzen 5, 256 GB SSD, Black - 210-AWZV - Currys Business","Dell","210-awzv","","GBP","Ryzen 5","","256 GB SSD","15.6'","","1.0","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (DELL Inspiron 15 3000 15.6' Laptop - AMD Ryzen 5, )","136761.05"
"19","dell-global","Dell","Global","us","dell.com","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://www.dell.com/en-us/shop/dell-laptops/scr/laptops/appref=dell-chromebook-product-line","Dell Chromebook Laptop Computers","Dell","dell-laptops","","USD","","","","","","0.9","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (Dell Chromebook Laptop Computers)","107183.24"
"20","elkjop-dk","Elkjop","Denmark","dk","elgiganten.dk","NO","NO","NONE","","","","","","DKK","","","","","","0.0","Google reCAPTCHA","ACCESS_CONTROL","Anti-Bot Challenge (Google reCAPTCHA): Edge security challenge dropped automated request.","162123.35"
"21","elkjop-no","Elkjop","Norway","no","elkjop.no","NO","NO","NONE","","","","","","NOK","","","","","","0.0","Google reCAPTCHA","ACCESS_CONTROL","Anti-Bot Challenge (Google reCAPTCHA): Edge security challenge dropped automated request.","158764.94"
"22","elkjop-se","Elkjop","Sweden","se","elgiganten.se","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://www.elgiganten.se/product/datorer-kontor/datorer/laptop/msi-modern-14-i5-138512-14-barbar-dator/797150","MSI Modern 14 i5-13/8/512 14' bärbar dator","MSI","msi-modern","","SEK","","","","14'","","0.65","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (MSI Modern 14 i5-13/8/512 14' bärbar dator)","111219.78"
"23","euronics-it","Euronics","Italy","it","euronics.it","NO","NO","NONE","","","","","","EUR","","","","","","0.0","Cloudflare WAF","ACCESS_CONTROL","Anti-Bot Challenge (Cloudflare WAF): Edge security challenge dropped automated request.","151931.38"
"24","expert-de","Expert","Germany","de","expert.de","NO","NO","NONE","","","","","","EUR","","","","","","0.0","Cloudflare Turnstile","ACCESS_CONTROL","Anti-Bot Challenge (Cloudflare Turnstile): Edge security challenge dropped automated request.","138232.3"
"25","flipkart-in","Flipkart","India","in","flipkart.com","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://1.www.flipkart.com/lenovo-ideapad-slim-3-1yr-adp-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-15amn8-thin-light-laptop/p/itm76f0e5d975817?pid=COMGRU9ZYEHC4H5K&lid=LSTCOMGRU9ZYEHC4H5KTXYNJ3&marketplace=FLIPKART&fm=eyJ3dHAiOiJyZWNvIiwicHJwdCI6InBwIiwibWlkIjoicHJvZHVjdFJlY29tbWVuZGF0aW9uL3NpbWlsYXIifQ%3D%3D","Lenovo IdeaPad Slim 3 with 1Yr ADP AMD Ryzen 5 Quad Core 7520U - ... more","Lenovo","amd-ryzen","","INR","Core 7520U","","","","","0.7","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (Lenovo IdeaPad Slim 3 with 1Yr ADP AMD Ryzen 5 Qua)","81661.89"
"26","fnac-fr","Fnac","France","fr","fnac.com","NO","NO","NONE","","","","","","EUR","","","","","","0.0","None","EXTRACTION_VALIDATION","Candidate Filtered: All 10 tested URLs rejected as non-laptop / insufficient specs.","329423.45"
"27","gmarket-kr","Gmarket","South Korea","kr","gmarket.co.kr","NO","NO","NONE","","","","","","KRW","","","","","","0.0","None","EXTRACTION_VALIDATION","Candidate Filtered: All 10 tested URLs rejected as non-laptop / insufficient specs.","338860.88"
"28","hp-global","Hp","Global","us","hp.com","NO","NO","NONE","","","","","","USD","","","","","","0.0","None","EXTRACTION_VALIDATION","Candidate Filtered: All 10 tested URLs rejected as non-laptop / insufficient specs.","141782.22"
"29","jbhifi-au","Jbhifi","Australia","au","jbhifi.com.au","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://www.jbhifi.com.au/products/hp-laptop-14s-dq6002tu-14-hd-laptop-intel-n-series128gb","HP Laptop 14s-dq6002TU 14' HD laptop (Intel N-Series)[128GB]","HP","14s-dq6002tu","","AUD","","","128GB","14'","","0.8","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (HP Laptop 14s-dq6002TU 14' HD laptop (Intel N-Seri)","101011.45"
"30","jd-cn","Jd","China","cn","jd.com","NO","NO","NONE","","","","","","CNY","","","","","","0.0","None","EXTRACTION_VALIDATION","Candidate Filtered: All 10 tested URLs rejected as non-laptop / insufficient specs.","77313.13"
"31","komputronik-pl","Komputronik","Poland","pl","komputronik.pl","NO","NO","NONE","","","","","","PLN","","","","","","0.0","Cloudflare WAF","ACCESS_CONTROL","Anti-Bot Challenge (Cloudflare WAF): Edge security challenge dropped automated request.","84965.23"
"32","lenovo-global","Lenovo","Global","us","lenovo.com","NO","NO","NONE","","","","","","USD","","","","","","0.0","Akamai Bot Manager","ACCESS_CONTROL","Anti-Bot Challenge (Akamai Bot Manager): Edge security challenge dropped automated request.","180799.16"
"33","magazineluiza-br","Magazineluiza","Brazil","br","magazineluiza.com.br","NO","NO","NONE","","","","","","BRL","","","","","","0.0","None","EXTRACTION_VALIDATION","Candidate Filtered: All 10 tested URLs rejected as non-laptop / insufficient specs.","361174.44"
"34","mediamarkt-de","Mediamarkt","Germany","de","mediamarkt.de","NO","NO","NONE","","","","","","EUR","","","","","","0.0","Cloudflare Turnstile","ACCESS_CONTROL","Anti-Bot Challenge (Cloudflare Turnstile): Edge security challenge dropped automated request.","273648.87"
"35","mediamarkt-es","Mediamarkt","Spain","es","mediamarkt.es","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://www.mediamarkt.es/es/product/_portatil-lenovo-ideapad-slim-3-15iph11-copilot-pc-153-wuxga-intelr-coretm-ultra-7-355-49-tops-16gb-ram-512gb-ssd-hd-graphics-w11h-1623675.html","Portátil - Lenovo IdeaPad Slim 3 15IPH11 Copilot+ PC, 15.3' WUXGA, Intel® Core™ Ultra 7 355, 49 TOPS, 16GB RAM, 512GB SSD, HD Graphics, W11H","Lenovo","153-wuxga","","EUR","","16GB","512GB SSD","15.3'","","1.0","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (Portátil - Lenovo IdeaPad Slim 3 15IPH11 Copilot+ )","170363.62"
"36","mediamarkt-it","Mediamarkt","Italy","it","mediaworld.it","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://mediaworld.it/it/brand/apple/mac/macbook","Apple MacBook","Apple","","","EUR","","","","","","0.9","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (Apple MacBook)","52726.77"
"37","mediamarkt-tr","Mediamarkt","Turkey","tr","mediamarkt.com.tr","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://www.mediamarkt.com.tr/tr/product/_dell-vostro-5471-i7-8550u-8gb-256gb-ssd-14fhd-linux-laptop-1195514.html","DELL Vostro 5471 i7-8550U 8GB 256GB SSD 14'FHD Linux Laptop","Dell","i7-8550u","","TRY","I7-8550U","8GB","256GB SSD","14'","Linux","1.0","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (DELL Vostro 5471 i7-8550U 8GB 256GB SSD 14'FHD Lin)","65871.11"
"38","mercadolibre-mx","Mercadolibre","Mexico","mx","mercadolibre.com.mx","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://articulo.mercadolibre.com.mx/MLM-5218688302-laptop-amd-ryzen-156-fhd-ips-8gb-512gb-ssd-wifi-6-win11-_JM","Laptop Amd Ryzen 15.6''  Fhd Ips 8gb 512gb Ssd Wifi 6 Win11","","5218688302","","MXN","","8GB","512GB SSD","15.6'","","0.75","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (Laptop Amd Ryzen 15.6''  Fhd Ips 8gb 512gb Ssd Wif)","229594.54"
"39","mercadolibre-cl","Mercadolibre","Chile","cl","mercadolibre.cl","NO","NO","NONE","","","","","","CLP","","","","","","0.0","None","EXTRACTION_VALIDATION","Candidate Filtered: All 10 tested URLs rejected as non-laptop / insufficient specs.","327601.93"
"40","mercadolibre-co","Mercadolibre","Colombia","co","mercadolibre.com.co","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://articulo.mercadolibre.com.co/MCO-4241994558-portatil-hp-elitebook-840-g9-i5-16gb-256gb-ssd-_JM","Portátil Hp Elitebook 840 G9 I5 16gb 256gb Ssd","HP","4241994558","","COP","","16GB","256GB SSD","","","1.0","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (Portátil Hp Elitebook 840 G9 I5 16gb 256gb Ssd)","209339.21"
"41","mercadolivre-br","Mercadolibre","Brazil","br","mercadolivre.com.br","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://www.mercadolivre.com.br/notebook-vaio-fe16-amd-ryzen-5-5625u-windows-11-home-16gb-ram-512gb-ssd-wi-fi-6-tela-16-ips-full-hd-wuxga-cinza-grafite/p/MLB45513180","Notebook VAIO FE16 AMD Ryzen 5-5625U Windows 11 Home 16GB RAM 512GB SSD Wi-Fi 6 Tela 16” IPS Full HD WUXGA Cinza Grafite","","vaio-fe16","","BRL","Ryzen 5","16GB","512GB SSD","","Windows 11","0.8","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (Notebook VAIO FE16 AMD Ryzen 5-5625U Windows 11 Ho)","183123.5"
"42","thegioididong-vn","Thegioididong","Vietnam","vn","thegioididong.com","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://thegioididong.com/laptop/singpc-m16-i595-i5-1235u?utm_flashsale=1","Laptop SingPC M16-i595 (i5 1235U, 16GB, 512GB, WUXGA, Win11 Pro)","","m16-i595","","VND","","16GB","512GB","","","0.6","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (Laptop SingPC M16-i595 (i5 1235U, 16GB, 512GB, WUX)","59775.99"
"43","monsternotebook-tr","Monsternotebook","Turkey","tr","monsternotebook.com.tr","NO","NO","NONE","","","","","","TRY","","","","","","0.0","Cloudflare WAF","ACCESS_CONTROL","Anti-Bot Challenge (Cloudflare WAF): Edge security challenge dropped automated request.","63416.42"
"44","newegg-us","Newegg","United States","us","newegg.com","NO","NO","NONE","","","","","","USD","","","","","","0.0","None","EXTRACTION_VALIDATION","Candidate Filtered: All 10 tested URLs rejected as non-laptop / insufficient specs.","201778.4"
"45","officeworks-au","Officeworks","Australia","au","officeworks.com.au","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://www.officeworks.com.au/shop/officeworks/p/hp-15-core-i7-16-512gb-notebook-hpfd0707tu","HP 15' Core i7 16/512GB Notebook","HP","15-core","","AUD","","","512GB ","15'","","0.8","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (HP 15' Core i7 16/512GB Notebook)","115856.09"
"46","reliancedigital-in","Reliancedigital","India","in","reliancedigital.in","NO","NO","NONE","","","","","","INR","","","","","","0.0","Akamai Bot Manager","ACCESS_CONTROL","Anti-Bot Challenge (Akamai Bot Manager): Edge security challenge dropped automated request.","88382.39"
"47","staples-us","Staples","United States","us","staples.com","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://qe20.staples.com/hp-zbook-17-g5-17-3-laptop-intel-2-7ghz-processor-16gb-memory-512gb-hard-drive-windows-10-pro/product_24377070","HP ZBook 17 G5 17.3' Laptop, Intel 2.7GHz Processor, 16GB Memory, 512GB Hard Drive, Windows 10 Pro","HP","hp-zbook","","USD","","16GB","512GB ","17.3'","Windows 10","0.9","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (HP ZBook 17 G5 17.3' Laptop, Intel 2.7GHz Processo)","165392.68"
"48","terg-pl","Terg","Poland","pl","mediaexpert.pl","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://www.mediaexpert.pl/komputery-i-tablety/laptopy-i-ultrabooki/laptopy/laptop-hp-victus-15-fa2090nw-15-6-ips-144hz-core-7-240h-24gb-ram-512gb-ssd-geforce-rtx5060-dlss-4-windows-11-home","Laptop HP Victus 15-FA2090NW 15.6' IPS 144Hz Core 7-240H 24GB RAM 512GB SSD GeForce RTX5060 DLSS 4 Windows 11 Home","HP","15-fa2090nw","","PLN","Core 7-240H","24GB","512GB SSD","15.6'","Windows 11","1.0","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (Laptop HP Victus 15-FA2090NW 15.6' IPS 144Hz Core )","61683.56"
"49","tmall-cn","Tmall","China","cn","tmall.com","NO","NO","NONE","","","","","","CNY","","","","","","0.0","None","EXTRACTION_VALIDATION","Candidate Filtered: All 4 tested URLs rejected as non-laptop / insufficient specs.","242237.12"
"50","unieuro-it","Unieuro","Italy","it","unieuro.it","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://www.unieuro.it/online/Notebook/255-G8-pidHEW4K7Z9EA","HP 255 G8 AMD Ryzen™ 7 5700U Computer portatile 39,6 cm (15.6') Full HD 8 GB DDR4-SDRAM 512 GB SSD Wi-Fi 6 (802.11ax) Windows 11 Pro Grigio","HP","ddr4-sdram","","EUR","","8GB","512 GB SSD","15.6'","Windows 11","0.9","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (HP 255 G8 AMD Ryzen™ 7 5700U Computer portatile 39)","51989.95"
"51","walmart-us","Walmart","United States","us","walmart.com","YES","YES","BRIGHTDATA_WEB_UNLOCKER","https://www.walmart.com/ip/Acer-Chromebook-315-15-6-inch-Laptop-Intel-Processor-N4500-4GB-RAM-64GB-eMMC-Moonstone-Purple/5113175776?classType=VARIANT&athbdg=L1600&from=/search","Acer Chromebook 315 15.6 inch Laptop Intel Processor N4500 4GB RAM 64GB eMMC Moonstone Purple","Acer","inch-laptop","","USD","","4GB","64GB EMMC","15.6'","","1.0","None","NONE","CRAWL_SUCCESS: Verified authentic laptop product (Acer Chromebook 315 15.6 inch Laptop Intel Process)","35875.76"
"52","yodobashi-jp","Yodobashi","Japan","jp","yodobashi.com","NO","NO","NONE","","","","","","JPY","","","","","","0.0","Akamai Bot Manager","ACCESS_CONTROL","Anti-Bot Challenge (Akamai Bot Manager): Edge security challenge dropped automated request.","68387.9"
